Begin Time - msec,End Time - msec,YS_Transcription-txt-rys
1078724,1084324,<masazi> (isimi...) isimitaru kutu airu=na
1088914,1091874,<masazi> isimitaru kutu airu=na
1096674,1099594,<masazi> isimitaru
1101254,1103594,isimitaru kutu airu=na
1105484,1106494,airu=na
1117079,1119729,<masazi> isimi nnu=na
1123248,1124399,xxx
1138695,1142098,<masazi> isimi wai nnu=na
1147438,1148320,wai nnu=na
1156343,1158949,o isimi nnun=do
1164994,1166951,nma=nki isimi wata=nga
1185560,1187846,<bjooin>=ni=du isimitaru=do
1195933,1198645,<bjooin>=ni=du isimitaru=do
1200575,1203308,<bjooin>=ni=du isimitaru=do
1210682,1212330,a nunni=ba buta=nga
1214866,1216419,nu=nni=ba buta=nga
1218077,1219980,xxx
1228205,1230853,nu=nni=ba wata=nga<=to ue=no hito=ni=wa>
1235611,1238294,araagu duttu=d.ataru=do
1241556,1243215,n duttu=du ataru=do
1283104,1285710,irugjan=do<=to iu toki=wa>
1289639,1291553,irugjan=do<=to iu=kara>
1298029,1299709,<soo soo> irugjan=do<=to iu=no>
1299879,1302867,su=ja irugjan=suja<=to iu koto=wa>
1316431,1318345,isimi busa=nga=je <kore au=jo>
1322045,1326639,anu=bain isimi busa=nga=je anu=bain isimi busa=nga=je<=to>
1330903,1331658,anu=bain
1352569,1354505,ttumuti<=to asa=to iu imi=ne>
1359747,1360662,ttumuruci
1361682,1363649,ttumuruci<=to iu=ga=jo>
1366110,1368322,ttumuruci isimi busa=nga=je
1376063,1378722,a ttumuruci isimi nnun=do
1401049,1401900,#NAME?
1401920,1404494,xxx
1439235,1440671,nni nnun=do
1459551,1460859,nu=nni=ba buta=nga
1474400,1476170,xxx
1489495,1491985,nu=nga uti ku=nni hajatan=do
1494720,1497590,hajagu uti=du kitaru=do<=de=mo>
1511595,1513525,n abjatan=do
1524760,1526570,daman daman cima
1529225,1530725,daman cima<=to=ga iu>
1534995,1536175,dama cima
1545035,1546095,daman
1564935,1566635,daman cima=nki (haja?)
1567055,1569595,hadimiti sutaru basu=ni=ja ici=ba ata=nga
1579285,1581755,sutaru basu=ni=ja ici=ba ata=nga
1587270,1589210,ici=ba (a) ata=nga
1607380,1609600,xxx
1612420,1613760,xxx
1621140,1622430,ici=ba ata=nga
1633715,1635995,nnita=nsu=ja ici=ba ata=nga
1658535,1660635,xxx
1671565,1672835,dunan=ndi=du nnita=ba
1672930,1674450,nanaci=nu basu=ni
1681730,1684880,dama=nu cima=ni nnita=nsuja ici=ba ata=nga<=de=mo ii=sa>
1711635,1713675,dunan cima=ni=du nnitaru
1715165,1716975,nana-ci=nu basu=ni=du ataru
1717440,1718630,dunan cima=ni
1746025,1748415,<nana-tsu>=nu basu=ni nnitaru=do
1766026,1767086,nnita=nsu=ja
1768670,1769843,ici=ba ata=nga
1785679,1786448,nnu=ja
1792165,1794219,nnu nnu=du ataru=do
1803058,1804470,n abjatan=do
1809657,1813817,hajatan=do utiru=nsu hajatan=do<=to=ka=ne>
1818907,1819937,abjatan=do
1824388,1826442,utiru=nsu=ja hajatan=do
1837570,1838362,nni
1847055,1849259,nni=nki nui nnu=na
1860585,1862795,nui wai nnu=na
1880107,1881467,nui nnun=do
1896672,1900668,dama=gara e dunan=gara dama=kuta nui nnun=do
1902621,1903174,#NAME?
1904660,1906101,nui nnun=do
1914081,1915141,nni=ja
1922401,1924387,nni=ja katanki=ti
1938356,1940125,katanki=ti=du=jo
1994828,1997681,katanki=du kitaru=do katanki=du
2059341,2060312,katanki
2066787,2067862,katanki=du ki
2069886,2070745,nidi
2073267,2075754,<hidari=wa> nnidai<=to iu=sa>
2083569,2087625,nnidai nidi=ni nidi<=to ittara migi dakara>
2090325,2092492,ndai<=to ittara hidari-gawa>
2093918,2094995,nidi
2095128,2097802,nidi<=to iu=no=ga migi=to iu imi=dakedo>
2098176,2100141,ndai=nki katanki
2100628,2103125,nidi=nki kata=nki=du kitaru=do
2114450,2116510,(nidi)=nki katanki=du kitaru
2133020,2133745,xxx
2142760,2145655,nnai ki naranutan=do <hunajoi=wa>
2151783,2154327,di nnai<=to itte=ne>
2169245,2170938,<kore=wo> di nnai
2175482,2178471,<hune=no naka=dake=de aru=no=wa> nnai<=to iu dessjoo>
2178989,2182468,nnai ki di nnai=bain ki=du kitaru=do
2196231,2197027,di nnai
2224171,2226185,nnai ki naranutan=do
2254529,2256379,nnai kiru ttu=ja
2272943,2274170,munu hati
2281750,2285369,munu hatun munu hati naranutan
2305814,2308166,munu hati naranutan<=to iuttara>
2331710,2334323,munu hati naranun=suja=je
2378624,2380467,hati naranutan=do
2403248,2405509,a nnai kiranu ttu=ja
2417349,2418276,anu=ja
2419746,2421996,nnai kiranutan=do<=to iu=sa>
2431275,2432790,haganutan=do
2433163,2435956,anu=ja nnai kiranu=bi
2436719,2439682,xxx
2442826,2444850,xxx
2452048,2453823,nnai kiranu=bi
2486270,2487070,isi=nga
2493310,2494800,uni=du a=nga
2518335,2521565,munu munu hati naranutan=do
2524935,2526685,hati naranutan=do
2549760,2551520,huni bui nnu=na
2557560,2558920,huni huni<=ne>
2561380,2562990,huni bui nnu=na
2568675,2569355,han
2572935,2574075,kirasi<=to=ga iu>
2575155,2578935,huni bui nnu=na nta=ja han tagasi nnu=na
2579395,2580365,xxx
2586230,2587550,xxx
2588390,2590180,xxx
2590455,2591815,han tagasi<=to iu>
2594655,2597175,<n hutsuu> tsa kirasi<=to=ga iu=wake=sa>
2603275,2604745,<kore=wo> tagasu<=tte=ga iu>
2617780,2619280,huni bui nnu=na
2620580,2621490,huni
2621703,2634105,buri bun <are=wa ano mukoo=ni bjooin=ni ikan=to wakaran=sa=ne hontoo=ni orete iru=ka doo=ka=wa> tagasi<=to ittara zibun=de kono> tsa kirasi<=to itte=jo>
2641363,2642573,xxx
2654938,2656598,nda han tagasi nnu=na
2661028,2662588,tagasi nnu=na
2676748,2680388,nda han tagasi wai nnu=na
2695878,2700198,tagasi (tagataru) tagasi nnun=do<=te iu=sa=ne>
2709188,2710708,dami=du kiru=na
2712448,2713508,damun=do
2717628,2719078,damun=do
2725323,2726543,damitan=do
2726863,2728053,damun=do
2733798,2736198,n araagu damitan=do <kore=wa>
2753088,2754968,<zitensja>=nki nutaru basu
2768528,2772058,(nutaru) basu <zitensja>=gara uti=ti
2790463,2791283,nui=ti
2845293,2851053,<zitensja>=gara uti=bi han tagasan=do
2851113,2853613,utitaru basu <da=ne sono toki=wa>
2863053,2863853,basu=ni
2900443,2902873,<gaigogu>=nki wai nnu=na
2910253,2911733,xxx
2913303,2914623,wataru basu=ni
2930093,2930983,tumai
2931828,2934328,dadu ja=nki tumai wata=na
2937708,2938538,xxx
2947803,2949513,<hai> tumai nnun=do
2956408,2958588,a nu=nni=ba buta=nga
2984888,2986368,dina=du ataru
3006518,3007708,dina=du aru
3033713,3036543,<are=wa> tugutui munu=nu <are dakara>
3133118,3134338,tugutu
3136868,3139018,tugutu <dakara=jo mate=jo>
3147683,3149313,huruntai=du buru=na
3163888,3164918,tugutu
3168813,3170513,huruntai butaru=na
3175474,3176764,tugutu
3205069,3206789,huruntai=du butaru=na
3211159,3212689,huruntai=du butaru
3218148,3220098,huruntai=du butaru=do
3228773,3231643,huruntai=du butaru=do
3240828,3242838,kacimasa=du ataru=do
3242868,3244688,xxx
3244768,3247658,xxx
3261003,3264913,xxx
3270148,3273088,kacimasa=du ataru=do
3273128,3276108,kacimasa=du butaru=do<=to iu=no=wa>
3281658,3283458,ataru=do<=to ittara>
3315188,3317198,a=nga nai buru duguru=ja
3321448,3324058,a=nga nai buru duguru=ja
3325053,3328653,huruntai=du buru<=to=ka> kacimasa=du aru=do
3351083,3354143,a=nga nai tumai buru duguru=ja
3372003,3373043,duguru=ja
3385423,3386333,ata=nga
3390448,3392028,a kacimasa=du ata=nga
3397308,3399038,nai buru duguru=ja
3400253,3402263,#NAME?
3411158,3412938,xxx
3424818,3425698,ata=ba
3427978,3431088,mai butaru duguru=ja kacimasa=du ata=ba
3432803,3435023,nai=nu duguru=nki utsuru=do
3450743,3452963,n utsuru=do utsuru=do
3458613,3461983,nai=nu duguru=nki <moo sude=ni utsuta koto=ga=jo=ne>
3462188,3464858,utsuru=do utsun=do
3470813,3472083,utsutaru=do
3482358,3485578,xxx
3491188,3492248,utsutaru=do
