t1,t2,label,fname,prev_word,prev_word_start,prev_word_end,next_word,next_word_start,next_word_end,sentence
0.0,0.09,,YO0017b_yoneshiro_quantifier_20140618/aligned/190.TextGrid,sentence_start,sentence_start,sentence_start,ttantuna,0.09,1.01,ttantuna
0.09,1.01,ttantuna,YO0017b_yoneshiro_quantifier_20140618/aligned/190.TextGrid,,0.0,0.09,,1.01,1.34,ttantuna
1.01,1.34,,YO0017b_yoneshiro_quantifier_20140618/aligned/190.TextGrid,ttantuna,0.09,1.01,sentence_end,sentence_end,sentence_end,ttantuna
0.0,0.1,,YO0017b_yoneshiro_quantifier_20140618/aligned/191.TextGrid,sentence_start,sentence_start,sentence_start,minungaangaminga,0.1,1.7,minungaangaminga
0.1,1.7,minungaangaminga,YO0017b_yoneshiro_quantifier_20140618/aligned/191.TextGrid,,0.0,0.1,,1.7,1.845,minungaangaminga
1.7,1.845,,YO0017b_yoneshiro_quantifier_20140618/aligned/191.TextGrid,minungaangaminga,0.1,1.7,sentence_end,sentence_end,sentence_end,minungaangaminga
0.0,0.17,,YO0017b_yoneshiro_quantifier_20140618/aligned/16.TextGrid,sentence_start,sentence_start,sentence_start,ttumutuqttara,0.17,0.98,ttumutuqttara
0.17,0.98,ttumutuqttara,YO0017b_yoneshiro_quantifier_20140618/aligned/16.TextGrid,,0.0,0.17,,0.98,1.15,ttumutuqttara
0.98,1.15,,YO0017b_yoneshiro_quantifier_20140618/aligned/16.TextGrid,ttumutuqttara,0.17,0.98,sentence_end,sentence_end,sentence_end,ttumutuqttara
0.0,0.05,,YO0017b_yoneshiro_quantifier_20140618/aligned/17.TextGrid,sentence_start,sentence_start,sentence_start,ttumutu,0.05,0.68,ttumutu
0.05,0.68,ttumutu,YO0017b_yoneshiro_quantifier_20140618/aligned/17.TextGrid,,0.0,0.05,,0.68,0.87,ttumutu
0.68,0.87,,YO0017b_yoneshiro_quantifier_20140618/aligned/17.TextGrid,ttumutu,0.05,0.68,sentence_end,sentence_end,sentence_end,ttumutu
0.0,0.29,,YO0017b_yoneshiro_quantifier_20140618/aligned/84.TextGrid,sentence_start,sentence_start,sentence_start,turuja,0.29,1.01,turuja buuru kinki sangidaru
0.29,1.01,turuja,YO0017b_yoneshiro_quantifier_20140618/aligned/84.TextGrid,,0.0,0.29,,1.01,1.7,turuja buuru kinki sangidaru
1.01,1.7,,YO0017b_yoneshiro_quantifier_20140618/aligned/84.TextGrid,turuja,0.29,1.01,buuru,1.7,2.19,turuja buuru kinki sangidaru
1.7,2.19,buuru,YO0017b_yoneshiro_quantifier_20140618/aligned/84.TextGrid,,1.01,1.7,kinki,2.19,2.87,turuja buuru kinki sangidaru
2.19,2.87,kinki,YO0017b_yoneshiro_quantifier_20140618/aligned/84.TextGrid,buuru,1.7,2.19,sangidaru,2.87,3.77,turuja buuru kinki sangidaru
2.87,3.77,sangidaru,YO0017b_yoneshiro_quantifier_20140618/aligned/84.TextGrid,kinki,2.19,2.87,,3.77,3.9,turuja buuru kinki sangidaru
3.77,3.9,,YO0017b_yoneshiro_quantifier_20140618/aligned/84.TextGrid,sangidaru,2.87,3.77,sentence_end,sentence_end,sentence_end,turuja buuru kinki sangidaru
0.0,0.22,,YO0017b_yoneshiro_quantifier_20140618/aligned/22.TextGrid,sentence_start,sentence_start,sentence_start,kinkidu,0.22,0.94,kinkidu tumai buru
0.22,0.94,kinkidu,YO0017b_yoneshiro_quantifier_20140618/aligned/22.TextGrid,,0.0,0.22,,0.94,1.0,kinkidu tumai buru
0.94,1.0,,YO0017b_yoneshiro_quantifier_20140618/aligned/22.TextGrid,kinkidu,0.22,0.94,tumai,1.0,1.42,kinkidu tumai buru
1.0,1.42,tumai,YO0017b_yoneshiro_quantifier_20140618/aligned/22.TextGrid,,0.94,1.0,buru,1.42,1.73,kinkidu tumai buru
1.42,1.73,buru,YO0017b_yoneshiro_quantifier_20140618/aligned/22.TextGrid,tumai,1.0,1.42,,1.73,2.02,kinkidu tumai buru
1.73,2.02,,YO0017b_yoneshiro_quantifier_20140618/aligned/22.TextGrid,buru,1.42,1.73,sentence_end,sentence_end,sentence_end,kinkidu tumai buru
0.0,0.59,tumai,YO0017b_yoneshiro_quantifier_20140618/aligned/23.TextGrid,sentence_start,sentence_start,sentence_start,buru,0.59,0.97,tumai buru
0.59,0.97,buru,YO0017b_yoneshiro_quantifier_20140618/aligned/23.TextGrid,tumai,0.0,0.59,,0.97,1.39,tumai buru
0.97,1.39,,YO0017b_yoneshiro_quantifier_20140618/aligned/23.TextGrid,buru,0.59,0.97,sentence_end,sentence_end,sentence_end,tumai buru
0.0,0.22,,YO0017b_yoneshiro_quantifier_20140618/aligned/136.TextGrid,sentence_start,sentence_start,sentence_start,cibuqno,0.22,0.74,cibuqno qsjuruiga
0.22,0.74,cibuqno,YO0017b_yoneshiro_quantifier_20140618/aligned/136.TextGrid,,0.0,0.22,qsjuruiga,0.74,1.57,cibuqno qsjuruiga
0.74,1.57,qsjuruiga,YO0017b_yoneshiro_quantifier_20140618/aligned/136.TextGrid,cibuqno,0.22,0.74,,1.57,1.62,cibuqno qsjuruiga
1.57,1.62,,YO0017b_yoneshiro_quantifier_20140618/aligned/136.TextGrid,qsjuruiga,0.74,1.57,sentence_end,sentence_end,sentence_end,cibuqno qsjuruiga
0.0,0.14,,YO0017b_yoneshiro_quantifier_20140618/aligned/137.TextGrid,sentence_start,sentence_start,sentence_start,qkucino,0.14,0.57,qkucino qaita qmonowa mincibuqto qiuwake
0.14,0.57,qkucino,YO0017b_yoneshiro_quantifier_20140618/aligned/137.TextGrid,,0.0,0.14,qaita,0.57,0.92,qkucino qaita qmonowa mincibuqto qiuwake
0.57,0.92,qaita,YO0017b_yoneshiro_quantifier_20140618/aligned/137.TextGrid,qkucino,0.14,0.57,qmonowa,0.92,1.35,qkucino qaita qmonowa mincibuqto qiuwake
0.92,1.35,qmonowa,YO0017b_yoneshiro_quantifier_20140618/aligned/137.TextGrid,qaita,0.57,0.92,mincibuqto,1.35,2.52,qkucino qaita qmonowa mincibuqto qiuwake
1.35,2.52,mincibuqto,YO0017b_yoneshiro_quantifier_20140618/aligned/137.TextGrid,qmonowa,0.92,1.35,qiuwake,2.52,2.98,qkucino qaita qmonowa mincibuqto qiuwake
2.52,2.98,qiuwake,YO0017b_yoneshiro_quantifier_20140618/aligned/137.TextGrid,mincibuqto,1.35,2.52,,2.98,3.0,qkucino qaita qmonowa mincibuqto qiuwake
2.98,3.0,,YO0017b_yoneshiro_quantifier_20140618/aligned/137.TextGrid,qiuwake,2.52,2.98,sentence_end,sentence_end,sentence_end,qkucino qaita qmonowa mincibuqto qiuwake
0.0,0.35,,YO0017b_yoneshiro_quantifier_20140618/aligned/140.TextGrid,sentence_start,sentence_start,sentence_start,ttuja,0.35,0.8,ttuja buuru
0.35,0.8,ttuja,YO0017b_yoneshiro_quantifier_20140618/aligned/140.TextGrid,,0.0,0.35,buuru,0.8,1.47,ttuja buuru
0.8,1.47,buuru,YO0017b_yoneshiro_quantifier_20140618/aligned/140.TextGrid,ttuja,0.35,0.8,,1.47,1.98,ttuja buuru
1.47,1.98,,YO0017b_yoneshiro_quantifier_20140618/aligned/140.TextGrid,buuru,0.8,1.47,sentence_end,sentence_end,sentence_end,ttuja buuru
0.0,0.25,,YO0017b_yoneshiro_quantifier_20140618/aligned/4.TextGrid,sentence_start,sentence_start,sentence_start,ntuidu,0.25,0.87,ntuidu buru
0.25,0.87,ntuidu,YO0017b_yoneshiro_quantifier_20140618/aligned/4.TextGrid,,0.0,0.25,buru,0.87,1.34,ntuidu buru
0.87,1.34,buru,YO0017b_yoneshiro_quantifier_20140618/aligned/4.TextGrid,ntuidu,0.25,0.87,,1.34,1.75,ntuidu buru
1.34,1.75,,YO0017b_yoneshiro_quantifier_20140618/aligned/4.TextGrid,buru,0.87,1.34,sentence_end,sentence_end,sentence_end,ntuidu buru
0.0,0.17,,YO0017b_yoneshiro_quantifier_20140618/aligned/5.TextGrid,sentence_start,sentence_start,sentence_start,ntuiqtoga,0.17,1.13,ntuiqtoga qiukana
0.17,1.13,ntuiqtoga,YO0017b_yoneshiro_quantifier_20140618/aligned/5.TextGrid,,0.0,0.17,qiukana,1.13,1.73,ntuiqtoga qiukana
1.13,1.73,qiukana,YO0017b_yoneshiro_quantifier_20140618/aligned/5.TextGrid,ntuiqtoga,0.17,1.13,,1.73,1.85,ntuiqtoga qiukana
1.73,1.85,,YO0017b_yoneshiro_quantifier_20140618/aligned/5.TextGrid,qiukana,1.13,1.73,sentence_end,sentence_end,sentence_end,ntuiqtoga qiukana
0.0,0.13,,YO0017b_yoneshiro_quantifier_20140618/aligned/108.TextGrid,sentence_start,sentence_start,sentence_start,nbugu,0.13,0.74,nbugu
0.13,0.74,nbugu,YO0017b_yoneshiro_quantifier_20140618/aligned/108.TextGrid,,0.0,0.13,,0.74,0.81,nbugu
0.74,0.81,,YO0017b_yoneshiro_quantifier_20140618/aligned/108.TextGrid,nbugu,0.13,0.74,sentence_end,sentence_end,sentence_end,nbugu
0.0,0.77,qtsurizaono,YO0017b_yoneshiro_quantifier_20140618/aligned/109.TextGrid,sentence_start,sentence_start,sentence_start,qkoto,0.77,1.09,qtsurizaono qkoto mbuguqdakara
0.77,1.09,qkoto,YO0017b_yoneshiro_quantifier_20140618/aligned/109.TextGrid,qtsurizaono,0.0,0.77,mbuguqdakara,1.09,1.97,qtsurizaono qkoto mbuguqdakara
1.09,1.97,mbuguqdakara,YO0017b_yoneshiro_quantifier_20140618/aligned/109.TextGrid,qkoto,0.77,1.09,,1.97,2.02,qtsurizaono qkoto mbuguqdakara
1.97,2.02,,YO0017b_yoneshiro_quantifier_20140618/aligned/109.TextGrid,mbuguqdakara,1.09,1.97,sentence_end,sentence_end,sentence_end,qtsurizaono qkoto mbuguqdakara
0.0,0.26,,YO0017b_yoneshiro_quantifier_20140618/aligned/125.TextGrid,sentence_start,sentence_start,sentence_start,mincibu,0.26,1.11,mincibu
0.26,1.11,mincibu,YO0017b_yoneshiro_quantifier_20140618/aligned/125.TextGrid,,0.0,0.26,,1.11,1.43,mincibu
1.11,1.43,,YO0017b_yoneshiro_quantifier_20140618/aligned/125.TextGrid,mincibu,0.26,1.11,sentence_end,sentence_end,sentence_end,mincibu
0.0,0.31,,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,sentence_start,sentence_start,sentence_start,hanunga,0.31,1.12,hanunga in hanunga huganu munun hanun
0.31,1.12,hanunga,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,,0.0,0.31,,1.12,1.45,hanunga in hanunga huganu munun hanun
1.12,1.45,,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,hanunga,0.31,1.12,in,1.45,1.86,hanunga in hanunga huganu munun hanun
1.45,1.86,in,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,,1.12,1.45,hanunga,1.86,2.53,hanunga in hanunga huganu munun hanun
1.86,2.53,hanunga,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,in,1.45,1.86,,2.53,2.56,hanunga in hanunga huganu munun hanun
2.53,2.56,,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,hanunga,1.86,2.53,huganu,2.56,3.01,hanunga in hanunga huganu munun hanun
2.56,3.01,huganu,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,,2.53,2.56,munun,3.01,3.28,hanunga in hanunga huganu munun hanun
3.01,3.28,munun,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,huganu,2.56,3.01,hanun,3.28,3.56,hanunga in hanunga huganu munun hanun
3.28,3.56,hanun,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,munun,3.01,3.28,,3.56,3.77,hanunga in hanunga huganu munun hanun
3.56,3.77,,YO0017b_yoneshiro_quantifier_20140618/aligned/78.TextGrid,hanun,3.28,3.56,sentence_end,sentence_end,sentence_end,hanunga in hanunga huganu munun hanun
0.0,0.18,,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,sentence_start,sentence_start,sentence_start,cibu,0.18,0.64,cibu cibudu mutiburuqtoga qitte
0.18,0.64,cibu,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,,0.0,0.18,,0.64,0.85,cibu cibudu mutiburuqtoga qitte
0.64,0.85,,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,cibu,0.18,0.64,cibudu,0.85,1.37,cibu cibudu mutiburuqtoga qitte
0.85,1.37,cibudu,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,,0.64,0.85,mutiburuqtoga,1.37,2.33,cibu cibudu mutiburuqtoga qitte
1.37,2.33,mutiburuqtoga,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,cibudu,0.85,1.37,,2.33,2.84,cibu cibudu mutiburuqtoga qitte
2.33,2.84,,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,mutiburuqtoga,1.37,2.33,qitte,2.84,2.96,cibu cibudu mutiburuqtoga qitte
2.84,2.96,qitte,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,,2.33,2.84,,2.96,3.15,cibu cibudu mutiburuqtoga qitte
2.96,3.15,,YO0017b_yoneshiro_quantifier_20140618/aligned/124.TextGrid,qitte,2.84,2.96,sentence_end,sentence_end,sentence_end,cibu cibudu mutiburuqtoga qitte
0.0,0.09,,YO0017b_yoneshiro_quantifier_20140618/aligned/202.TextGrid,sentence_start,sentence_start,sentence_start,isunki,0.09,0.8,isunki ntuidu buru
0.09,0.8,isunki,YO0017b_yoneshiro_quantifier_20140618/aligned/202.TextGrid,,0.0,0.09,ntuidu,0.8,1.26,isunki ntuidu buru
0.8,1.26,ntuidu,YO0017b_yoneshiro_quantifier_20140618/aligned/202.TextGrid,isunki,0.09,0.8,buru,1.26,1.8,isunki ntuidu buru
1.26,1.8,buru,YO0017b_yoneshiro_quantifier_20140618/aligned/202.TextGrid,ntuidu,0.8,1.26,,1.8,1.958,isunki ntuidu buru
1.8,1.958,,YO0017b_yoneshiro_quantifier_20140618/aligned/202.TextGrid,buru,1.26,1.8,sentence_end,sentence_end,sentence_end,isunki ntuidu buru
0.0,0.06,,YO0017b_yoneshiro_quantifier_20140618/aligned/203.TextGrid,sentence_start,sentence_start,sentence_start,maasiku,0.06,0.74,maasiku
0.06,0.74,maasiku,YO0017b_yoneshiro_quantifier_20140618/aligned/203.TextGrid,,0.0,0.06,,0.74,0.758,maasiku
0.74,0.758,,YO0017b_yoneshiro_quantifier_20140618/aligned/203.TextGrid,maasiku,0.06,0.74,sentence_end,sentence_end,sentence_end,maasiku
0.0,0.24,,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,sentence_start,sentence_start,sentence_start,qareno,0.24,1.17,qareno qtokiwa ttucinu kiqto qiu
0.24,1.17,qareno,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,,0.0,0.24,qtokiwa,1.17,1.71,qareno qtokiwa ttucinu kiqto qiu
1.17,1.71,qtokiwa,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,qareno,0.24,1.17,,1.71,1.74,qareno qtokiwa ttucinu kiqto qiu
1.71,1.74,,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,qtokiwa,1.17,1.71,ttucinu,1.74,2.47,qareno qtokiwa ttucinu kiqto qiu
1.74,2.47,ttucinu,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,,1.71,1.74,kiqto,2.47,3.25,qareno qtokiwa ttucinu kiqto qiu
2.47,3.25,kiqto,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,ttucinu,1.74,2.47,qiu,3.25,3.59,qareno qtokiwa ttucinu kiqto qiu
3.25,3.59,qiu,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,kiqto,2.47,3.25,,3.59,3.71,qareno qtokiwa ttucinu kiqto qiu
3.59,3.71,,YO0017b_yoneshiro_quantifier_20140618/aligned/31.TextGrid,qiu,3.25,3.59,sentence_end,sentence_end,sentence_end,qareno qtokiwa ttucinu kiqto qiu
0.0,0.19,,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,sentence_start,sentence_start,sentence_start,tuija,0.19,0.99,tuija buuru kinkidu tumai buru
0.19,0.99,tuija,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,,0.0,0.19,,0.99,1.51,tuija buuru kinkidu tumai buru
0.99,1.51,,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,tuija,0.19,0.99,buuru,1.51,2.35,tuija buuru kinkidu tumai buru
1.51,2.35,buuru,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,,0.99,1.51,,2.35,2.91,tuija buuru kinkidu tumai buru
2.35,2.91,,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,buuru,1.51,2.35,kinkidu,2.91,3.6,tuija buuru kinkidu tumai buru
2.91,3.6,kinkidu,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,,2.35,2.91,,3.6,3.66,tuija buuru kinkidu tumai buru
3.6,3.66,,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,kinkidu,2.91,3.6,tumai,3.66,4.07,tuija buuru kinkidu tumai buru
3.66,4.07,tumai,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,,3.6,3.66,buru,4.07,4.46,tuija buuru kinkidu tumai buru
4.07,4.46,buru,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,tumai,3.66,4.07,,4.46,4.69,tuija buuru kinkidu tumai buru
4.46,4.69,,YO0017b_yoneshiro_quantifier_20140618/aligned/30.TextGrid,buru,4.07,4.46,sentence_end,sentence_end,sentence_end,tuija buuru kinkidu tumai buru
0.0,0.15,,YO0017b_yoneshiro_quantifier_20140618/aligned/189.TextGrid,sentence_start,sentence_start,sentence_start,isunki,0.15,0.82,isunki ntui bun
0.15,0.82,isunki,YO0017b_yoneshiro_quantifier_20140618/aligned/189.TextGrid,,0.0,0.15,ntui,0.82,1.22,isunki ntui bun
0.82,1.22,ntui,YO0017b_yoneshiro_quantifier_20140618/aligned/189.TextGrid,isunki,0.15,0.82,bun,1.22,1.53,isunki ntui bun
1.22,1.53,bun,YO0017b_yoneshiro_quantifier_20140618/aligned/189.TextGrid,ntui,0.82,1.22,,1.53,1.693,isunki ntui bun
1.53,1.693,,YO0017b_yoneshiro_quantifier_20140618/aligned/189.TextGrid,bun,1.22,1.53,sentence_end,sentence_end,sentence_end,isunki ntui bun
0.0,0.1,,YO0017b_yoneshiro_quantifier_20140618/aligned/188.TextGrid,sentence_start,sentence_start,sentence_start,minungaangaminga,0.1,1.27,minungaangaminga ttantunga
0.1,1.27,minungaangaminga,YO0017b_yoneshiro_quantifier_20140618/aligned/188.TextGrid,,0.0,0.1,ttantunga,1.27,2.19,minungaangaminga ttantunga
1.27,2.19,ttantunga,YO0017b_yoneshiro_quantifier_20140618/aligned/188.TextGrid,minungaangaminga,0.1,1.27,,2.19,2.427,minungaangaminga ttantunga
2.19,2.427,,YO0017b_yoneshiro_quantifier_20140618/aligned/188.TextGrid,ttantunga,1.27,2.19,sentence_end,sentence_end,sentence_end,minungaangaminga ttantunga
0.0,0.15,,YO0017b_yoneshiro_quantifier_20140618/aligned/152.TextGrid,sentence_start,sentence_start,sentence_start,kidungirasi,0.15,1.43,kidungirasi kidungirasi
0.15,1.43,kidungirasi,YO0017b_yoneshiro_quantifier_20140618/aligned/152.TextGrid,,0.0,0.15,,1.43,1.6,kidungirasi kidungirasi
1.43,1.6,,YO0017b_yoneshiro_quantifier_20140618/aligned/152.TextGrid,kidungirasi,0.15,1.43,kidungirasi,1.6,2.72,kidungirasi kidungirasi
1.6,2.72,kidungirasi,YO0017b_yoneshiro_quantifier_20140618/aligned/152.TextGrid,,1.43,1.6,,2.72,3.1,kidungirasi kidungirasi
2.72,3.1,,YO0017b_yoneshiro_quantifier_20140618/aligned/152.TextGrid,kidungirasi,1.6,2.72,sentence_end,sentence_end,sentence_end,kidungirasi kidungirasi
0.0,0.1,,YO0017b_yoneshiro_quantifier_20140618/aligned/153.TextGrid,sentence_start,sentence_start,sentence_start,kidungirasi,0.1,1.34,kidungirasi buru
0.1,1.34,kidungirasi,YO0017b_yoneshiro_quantifier_20140618/aligned/153.TextGrid,,0.0,0.1,buru,1.34,1.69,kidungirasi buru
1.34,1.69,buru,YO0017b_yoneshiro_quantifier_20140618/aligned/153.TextGrid,kidungirasi,0.1,1.34,,1.69,1.93,kidungirasi buru
1.69,1.93,,YO0017b_yoneshiro_quantifier_20140618/aligned/153.TextGrid,buru,1.34,1.69,sentence_end,sentence_end,sentence_end,kidungirasi buru
0.0,1.42,kidunggurasi,YO0017b_yoneshiro_quantifier_20140618/aligned/166.TextGrid,sentence_start,sentence_start,sentence_start,,1.42,1.683,kidunggurasi
1.42,1.683,,YO0017b_yoneshiro_quantifier_20140618/aligned/166.TextGrid,kidunggurasi,0.0,1.42,sentence_end,sentence_end,sentence_end,kidunggurasi
0.0,0.06,,YO0017b_yoneshiro_quantifier_20140618/aligned/167.TextGrid,sentence_start,sentence_start,sentence_start,n,0.06,0.38,n kidunggurasuqmo qarukedo
0.06,0.38,n,YO0017b_yoneshiro_quantifier_20140618/aligned/167.TextGrid,,0.0,0.06,,0.38,0.5,n kidunggurasuqmo qarukedo
0.38,0.5,,YO0017b_yoneshiro_quantifier_20140618/aligned/167.TextGrid,n,0.06,0.38,kidunggurasuqmo,0.5,1.44,n kidunggurasuqmo qarukedo
0.5,1.44,kidunggurasuqmo,YO0017b_yoneshiro_quantifier_20140618/aligned/167.TextGrid,,0.38,0.5,qarukedo,1.44,2.1,n kidunggurasuqmo qarukedo
1.44,2.1,qarukedo,YO0017b_yoneshiro_quantifier_20140618/aligned/167.TextGrid,kidunggurasuqmo,0.5,1.44,,2.1,2.209,n kidunggurasuqmo qarukedo
2.1,2.209,,YO0017b_yoneshiro_quantifier_20140618/aligned/167.TextGrid,qarukedo,1.44,2.1,sentence_end,sentence_end,sentence_end,n kidunggurasuqmo qarukedo
0.0,0.24,,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,sentence_start,sentence_start,sentence_start,ija,0.24,1.06,ija hanunga huganu munun hanun
0.24,1.06,ija,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,,0.0,0.24,,1.06,1.09,ija hanunga huganu munun hanun
1.06,1.09,,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,ija,0.24,1.06,hanunga,1.09,1.73,ija hanunga huganu munun hanun
1.09,1.73,hanunga,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,,1.06,1.09,,1.73,2.38,ija hanunga huganu munun hanun
1.73,2.38,,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,hanunga,1.09,1.73,huganu,2.38,2.77,ija hanunga huganu munun hanun
2.38,2.77,huganu,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,,1.73,2.38,munun,2.77,3.36,ija hanunga huganu munun hanun
2.77,3.36,munun,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,huganu,2.38,2.77,,3.36,3.39,ija hanunga huganu munun hanun
3.36,3.39,,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,munun,2.77,3.36,hanun,3.39,3.73,ija hanunga huganu munun hanun
3.39,3.73,hanun,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,,3.36,3.39,,3.73,4.14,ija hanunga huganu munun hanun
3.73,4.14,,YO0017b_yoneshiro_quantifier_20140618/aligned/72.TextGrid,hanun,3.39,3.73,sentence_end,sentence_end,sentence_end,ija hanunga huganu munun hanun
0.0,0.16,,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,sentence_start,sentence_start,sentence_start,i,0.16,0.85,i in hanunga huganu munun hanun
0.16,0.85,i,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,,0.0,0.16,,0.85,0.92,i in hanunga huganu munun hanun
0.85,0.92,,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,i,0.16,0.85,in,0.92,1.52,i in hanunga huganu munun hanun
0.92,1.52,in,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,,0.85,0.92,hanunga,1.52,2.33,i in hanunga huganu munun hanun
1.52,2.33,hanunga,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,in,0.92,1.52,,2.33,3.02,i in hanunga huganu munun hanun
2.33,3.02,,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,hanunga,1.52,2.33,huganu,3.02,3.53,i in hanunga huganu munun hanun
3.02,3.53,huganu,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,,2.33,3.02,munun,3.53,3.92,i in hanunga huganu munun hanun
3.53,3.92,munun,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,huganu,3.02,3.53,hanun,3.92,4.32,i in hanunga huganu munun hanun
3.92,4.32,hanun,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,munun,3.53,3.92,,4.32,4.54,i in hanunga huganu munun hanun
4.32,4.54,,YO0017b_yoneshiro_quantifier_20140618/aligned/73.TextGrid,hanun,3.92,4.32,sentence_end,sentence_end,sentence_end,i in hanunga huganu munun hanun
0.0,0.16,,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,sentence_start,sentence_start,sentence_start,ttuja,0.16,0.76,ttuja qboorudu kidunggirasi buru
0.16,0.76,ttuja,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,,0.0,0.16,,0.76,1.77,ttuja qboorudu kidunggirasi buru
0.76,1.77,,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,ttuja,0.16,0.76,qboorudu,1.77,2.72,ttuja qboorudu kidunggirasi buru
1.77,2.72,qboorudu,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,,0.76,1.77,,2.72,2.78,ttuja qboorudu kidunggirasi buru
2.72,2.78,,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,qboorudu,1.77,2.72,kidunggirasi,2.78,3.84,ttuja qboorudu kidunggirasi buru
2.78,3.84,kidunggirasi,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,,2.72,2.78,buru,3.84,4.2,ttuja qboorudu kidunggirasi buru
3.84,4.2,buru,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,kidunggirasi,2.78,3.84,,4.2,4.41,ttuja qboorudu kidunggirasi buru
4.2,4.41,,YO0017b_yoneshiro_quantifier_20140618/aligned/158.TextGrid,buru,3.84,4.2,sentence_end,sentence_end,sentence_end,ttuja qboorudu kidunggirasi buru
0.0,0.09,,YO0017b_yoneshiro_quantifier_20140618/aligned/159.TextGrid,sentence_start,sentence_start,sentence_start,kidunggurasi,0.09,1.23,kidunggurasi
0.09,1.23,kidunggurasi,YO0017b_yoneshiro_quantifier_20140618/aligned/159.TextGrid,,0.0,0.09,,1.23,1.38,kidunggurasi
1.23,1.38,,YO0017b_yoneshiro_quantifier_20140618/aligned/159.TextGrid,kidunggurasi,0.09,1.23,sentence_end,sentence_end,sentence_end,kidunggurasi
0.0,0.15,,YO0017b_yoneshiro_quantifier_20140618/aligned/97.TextGrid,sentence_start,sentence_start,sentence_start,maibarankidu,0.15,1.18,maibarankidu ntui buru
0.15,1.18,maibarankidu,YO0017b_yoneshiro_quantifier_20140618/aligned/97.TextGrid,,0.0,0.15,,1.18,1.25,maibarankidu ntui buru
