Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
1999190,2000810,ta=ba ata=kaja=je<=ne>,213,taba atakajajeqne
2008640,2009500,ta=ba,216,taba
2010570,2012810,ta=ba ata=kaja=je,217,taba atakajaje
2037590,2040070,hanun=su=ja ta=ba ata=kaja=je,219,hanunsuja taba atakajaje
2040470,2043650,hanutan=su=ja ta=ba ata=kaja=je<=to=wa tsukau=sa=ne>,220,hanutansuja taba atakajajeqtowa qtsukausane
2058650,2061270,hiranu=ndi ndun=suja,221,hiranundi ndunsuja
2063620,2069280,ata dai=nki hiranu=ndi ndun=su=ja=ju<=no=wa=wo ieta hoo=ga ii=ne>,222,ata dainki hiranundi ndunsujajuqnowawo qieta qhooga qiine
2071850,2073050,ndun=suja,223,ndunsuja
2095030,2100810,maru munu=ja umi aru munu=nu naga=ni maru munu=ja nu=kaja=je,224,maru munuja umi aru mununu nagani maru munuja nukajaje
2117140,2118280,man=suja,225,mansuja
2120250,2121330,nu=ba,226,nuba
2130150,2131650,nu=ba mata=nga,227,nuba matanga
2132200,2134220,man=suja nu=ba ata=nga,228,mansuja nuba atanga
2148290,2150970,<iciban> matan=su=ja nu=ba ata=nga,229,qiciban matansuja nuba atanga
2161410,2164170,<iciban> matan=suja nu=ba ata=nga,230,qiciban matansuja nuba atanga
2175650,2179190,<iciban> tagan=su=ja ta=ba ata=nga,231,qiciban tagansuja taba atanga
2194600,2195600,misaru munu=ja,232,misaru munuja
2199780,2200880,misaru munu=tu,233,misaru munutu
2217570,2220650,<iciban> ma-minun=su=ja nu=ba ata=nga,234,qiciban maminunsuja nuba atanga
2245890,2248310,<kuuraa> tumini<=to=ka>,236,qkuuraa tuminiqtoka
2255580,2257460,<kuuraa> susagu isi turai,237,qkuuraa susagu isi turai
2268490,2269770,daagu isi turai,240,daagu isi turai
2298665,2300225,daagu isi turai,245,daagu isi turai
2474595,2476555,<jee> hai=ndi ntan=do<=de=wa>,254,qjee haindi ntandoqdewa
2534665,2537045,suda=nga nindi buta=ba,256,sudanga nindi butaba
2549065,2551285,<are=wo> ubuda naguda<=to>,259,qarewo ubuda nagudaqto
2553115,2555115,naguda=nga nindi buta=ba,260,nagudanga nindi butaba
2570205,2572325,ubuda naguda,262,ubuda naguda
2572685,2574105,nagudati,263,nagudati
2576495,2578575,ubuda naguda,264,ubuda naguda
2579475,2582075,<neesan> ubani nangani<=tte iu=wake=jo>,265,qneesan ubani nanganiqtte qiuwakejo
2590095,2591315,nangani,266,nangani
2594445,2596405,nangani,267,nangani
2605145,2608245,ubani nangani nanganiti,270,ubani nangani nanganiti
2624998,2626998,ubuda naguda,272,ubuda naguda
2628298,2629438,nagudati,273,nagudati
2648378,2651278,ubuda naguda,276,ubuda naguda
2651688,2653328,nagudati,277,nagudati
2683518,2687638,a kanu ttu=ja suda=du anu (kani?) suda unu ttu=ja ututu=do<=to iu=sa=ne>,283,a kanu ttuja sudadu anu kani suda unu ttuja ututudoqto qiusane
2704698,2705858,ndi buta=ba,284,ndi butaba
2727898,2730378,nai=gara ugun=do,287,naigara ugundo
2756118,2758338,ugaminun nai=gara kanu ttu,291,ugaminun naigara kanu ttu
2774340,2778260,abuta=nga angami ninsimi=du buru=do,293,abutanga angami ninsimidu burudo
2779840,2781520,ninsimi=du buru,294,ninsimidu buru
2783460,2786580,ninsimi=du buru=nggara ttun munu=na=jo,295,ninsimidu burunggara ttun mununajo
2788740,2790140,ttun munu=na=jo<=te iu=no=wa>,296,ttun mununajoqte qiunowa
2793320,2795580,ttun munu=na=jo,297,ttun mununajo
2797153,2797833,munu,298,munu
2797853,2799033,munu=na=jo,299,mununajo
2815933,2818773,ttun munu=na=jo munu ,301,ttun mununajo munu 
2838034,2841174,kacimasa=du aru=nggara ninsimiri,303,kacimasadu arunggara ninsimiri
2845624,2846844,ninsimiri,305,ninsimiri
2865126,2871366,uja=nga angami=nki <binkjoo> kimi buru=do,306,ujanga angaminki qbinkjoo kimi burudo
2883086,2886566,kimitan=do uja=nga <binkjoo> kimitan=do,307,kimitando ujanga qbinkjoo kimitando
2887206,2890106,uja=nga angamiti <binkjoo> kimitan=do,308,ujanga angamiti qbinkjoo kimitando
2967496,2970476,nai nma=nki darataru<=mo tsukaeru>,318,nai nmanki darataruqmo qtsukaeru
2980166,2982426,ata nma=nki kuraminun=do,319,ata nmanki kuraminundo
2983216,2986816,ata nma=nki kuraminun=do,320,ata nmanki kuraminundo
2995916,2996756,nnu,321,nnu
2999856,3001196,kuramitan=do,322,kuramitando
3007706,3009066,kuramitan=do,323,kuramitando
3037316,3041376,ata kama=nki daran=do,325,ata kamanki darando
3057246,3060486,<terebi>=du nsimirun=do,326,qterebidu nsimirundo
3086656,3088656,kanu ttu=nki=n nsimitan=do,329,kanu ttunkin nsimitando
3092056,3094516,kami buru ttu=nki nsimitan=do<=to=ka>,330,kami buru ttunki nsimitandoqtoka
3094846,3096506,kari=nki nsimitan=do,331,karinki nsimitando
3099556,3103956,anu=ja nni busaminu=nga kari=nki nsimitan=do,332,anuja nni busaminunga karinki nsimitando
3140076,3141836,anu matamitan=do,333,anu matamitando
3143276,3144896,anu matamitan=je,334,anu matamitanje
3173506,3176386,a nusi turatan=do<=tte=mo iu=si>,337,a nusi turatandoqttemo qiusi
3179086,3180966,n nusi turatan=do,338,n nusi turatando
3181766,3183666,(nna...) nnamitan=do,339,nna nnamitando
3191936,3193896,nusi turatan=do,340,nusi turatando
3215036,3219326,maasiku ttami turasi waiti araagu hugarasa,342,maasiku ttami turasi waiti araagu hugarasa
